"CBSA","CBSA Code","Date","AQI","Category","Defining Parameter","Defining Site","Number of Sites Reporting"
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-11",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-12",0,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-13",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-14",0,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-15",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-16",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-17",5,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-18",3,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-19",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-20",0,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-21",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-22",5,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-23",7,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-24",5,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-25",3,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-26",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-27",0,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-28",0,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-02-29",0,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-01",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-02",5,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-03",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-04",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-05",3,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-06",3,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-07",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-08",3,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-09",5,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-10",5,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-11",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-12",3,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-13",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-14",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-15",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-16",3,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-17",0,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-18",3,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-19",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-20",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-21",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-22",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-23",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-24",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-25",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-26",3,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-27",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-28",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-29",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-30",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-03-31",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-01",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-02",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-03",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-04",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-05",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-06",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-07",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-08",1,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-09",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-10",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-11",3,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-12",3,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-13",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-14",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-15",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-16",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-17",3,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-18",3,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-19",6,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-20",3,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-21",5,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-22",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-23",3,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-24",5,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-25",5,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-26",3,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-27",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-28",3,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-29",5,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-04-30",2,"Good","CO","42-069-2006",1
"Scranton--Wilkes-Barre--Hazleton, PA","42540","2020-05-01",2,"Good","CO","42-069-2006",1
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-01",34,"Good","Ozone","53-033-0080",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-02",43,"Good","NO2","53-033-0030",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-03",42,"Good","NO2","53-033-0030",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-04",35,"Good","Ozone","53-033-0080",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-05",31,"Good","Ozone","53-033-0080",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-06",36,"Good","PM2.5","53-061-0020",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-07",31,"Good","Ozone","53-033-0080",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-08",36,"Good","NO2","53-033-0030",15
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-09",59,"Moderate","PM2.5","53-053-0029",15
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-10",43,"Good","PM2.5","53-061-0020",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-11",33,"Good","Ozone","53-033-0080",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-12",33,"Good","Ozone","53-033-0080",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-13",35,"Good","PM2.5","53-061-1007",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-14",32,"Good","PM2.5","53-033-0057",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-15",33,"Good","Ozone","53-033-0080",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-16",38,"Good","NO2","53-061-1007",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-17",61,"Moderate","PM2.5","53-061-0020",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-18",45,"Good","PM2.5","53-061-0020",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-19",68,"Moderate","PM2.5","53-061-0020",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-20",55,"Moderate","PM2.5","53-061-0020",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-21",38,"Good","PM2.5","53-033-0057",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-22",39,"Good","NO2","53-033-0030",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-23",36,"Good","NO2","53-033-0030",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-24",38,"Good","NO2","53-033-0030",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-25",32,"Good","PM2.5","53-061-0020",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-26",33,"Good","Ozone","53-033-0080",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-27",30,"Good","NO2","53-053-0024",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-28",42,"Good","NO2","53-033-0030",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-29",37,"Good","PM2.5","53-061-0020",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-30",37,"Good","PM2.5","53-033-1011",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-01-31",31,"Good","NO2","53-033-0030",16
"Seattle-Tacoma-Bellevue, WA","42660","2020-02-01",3,"Good","CO","53-033-0030",2
"Sebastian-Vero Beach, FL","42680","2020-02-01",29,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-02",36,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-03",46,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-04",50,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-05",38,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-06",34,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-07",42,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-08",40,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-09",43,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-10",40,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-11",30,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-12",27,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-13",35,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-14",36,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-15",37,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-16",37,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-17",35,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-18",28,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-19",32,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-20",30,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-21",43,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-22",44,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-23",43,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-24",43,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-25",43,"Good","Ozone","12-061-9991",1
"Sebastian-Vero Beach, FL","42680","2020-02-26",35,"Good","Ozone","12-061-9991",1
"Seneca, SC","42860","2020-01-01",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-02",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-03",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-04",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-05",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-06",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-07",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-08",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-09",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-10",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-11",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-12",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-13",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-14",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-15",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-16",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-17",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-18",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-19",0,"Good","SO2","45-073-0001",1
"Seneca, SC","42860","2020-01-21",0,"Good","SO2","45-073-0001",1
"Sevierville, TN","42940","2020-01-01",44,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-02",43,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-03",41,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-04",35,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-05",37,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-06",41,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-07",40,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-08",38,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-09",40,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-10",41,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-11",36,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-12",43,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-13",41,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-14",35,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-15",31,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-16",44,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-17",46,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-18",40,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-19",31,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-20",26,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-21",39,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-22",43,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-23",43,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-24",37,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-25",26,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-26",38,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-27",37,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-28",38,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-29",39,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-30",38,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-01-31",36,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-01",35,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-02",42,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-03",45,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-04",43,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-05",35,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-06",33,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-07",36,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-08",38,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-09",41,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-10",40,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-11",31,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-12",36,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-13",35,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-14",42,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-15",42,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-16",43,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-17",43,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-18",37,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-19",35,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-20",31,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-21",43,"Good","Ozone","47-155-0101",1
"Sevierville, TN","42940","2020-02-22",43,"Good","Ozone","47-155-0101",1
