"CBSA","CBSA Code","Date","AQI","Category","Defining Parameter","Defining Site","Number of Sites Reporting"
"Cambridge, MD","15700","2020-03-08",17,"Good","PM2.5","24-019-0004",1
"Cambridge, MD","15700","2020-03-11",31,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-12",32,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-13",40,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-14",41,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-15",36,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-16",42,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-17",39,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-18",36,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-19",34,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-20",39,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-21",34,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-22",40,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-23",37,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-24",34,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-25",11,"Good","PM2.5","24-019-0004",1
"Cambridge, MD","15700","2020-03-26",41,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-27",39,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-28",40,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-29",27,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-30",37,"Good","Ozone","24-019-0004",1
"Cambridge, MD","15700","2020-03-31",38,"Good","Ozone","24-019-0004",1
"Canton-Massillon, OH","15940","2020-01-01",20,"Good","PM2.5","39-151-0020",2
"Canton-Massillon, OH","15940","2020-01-02",18,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-03",41,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-04",28,"Good","PM2.5","39-151-0020",2
"Canton-Massillon, OH","15940","2020-01-05",18,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-06",28,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-07",43,"Good","PM2.5","39-151-0017",2
"Canton-Massillon, OH","15940","2020-01-08",22,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-09",33,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-10",34,"Good","PM2.5","39-151-0020",2
"Canton-Massillon, OH","15940","2020-01-11",13,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-12",14,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-13",37,"Good","PM2.5","39-151-0020",2
"Canton-Massillon, OH","15940","2020-01-14",59,"Moderate","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-15",56,"Moderate","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-16",33,"Good","PM2.5","39-151-0017",2
"Canton-Massillon, OH","15940","2020-01-17",14,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-18",20,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-19",42,"Good","PM2.5","39-151-0020",2
"Canton-Massillon, OH","15940","2020-01-20",39,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-21",52,"Moderate","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-22",60,"Moderate","PM2.5","39-151-0020",2
"Canton-Massillon, OH","15940","2020-01-23",65,"Moderate","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-24",48,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-25",32,"Good","PM2.5","39-151-0020",2
"Canton-Massillon, OH","15940","2020-01-26",30,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-27",38,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-28",35,"Good","PM2.5","39-151-0020",2
"Canton-Massillon, OH","15940","2020-01-29",15,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-30",47,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-01-31",62,"Moderate","PM2.5","39-151-0020",2
"Canton-Massillon, OH","15940","2020-02-01",59,"Moderate","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-02",21,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-03",37,"Good","PM2.5","39-151-0017",2
"Canton-Massillon, OH","15940","2020-02-04",33,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-05",10,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-06",13,"Good","PM2.5","39-151-0017",2
"Canton-Massillon, OH","15940","2020-02-07",13,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-08",40,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-09",51,"Moderate","PM2.5","39-151-0020",2
"Canton-Massillon, OH","15940","2020-02-10",35,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-11",55,"Moderate","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-12",55,"Moderate","PM2.5","39-151-0017",2
"Canton-Massillon, OH","15940","2020-02-13",25,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-14",13,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-15",27,"Good","PM2.5","39-151-0017",2
"Canton-Massillon, OH","15940","2020-02-16",45,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-17",54,"Moderate","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-18",43,"Good","PM2.5","39-151-0020",2
"Canton-Massillon, OH","15940","2020-02-19",32,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-20",23,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-21",44,"Good","PM2.5","39-151-0017",2
"Canton-Massillon, OH","15940","2020-02-22",43,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-23",36,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-24",56,"Moderate","PM2.5","39-151-0020",2
"Canton-Massillon, OH","15940","2020-02-25",56,"Moderate","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-26",36,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-27",18,"Good","PM2.5","39-151-0017",2
"Canton-Massillon, OH","15940","2020-02-28",28,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-02-29",24,"Good","PM2.5","39-151-0020",1
"Canton-Massillon, OH","15940","2020-03-01",39,"Good","Ozone","39-151-4005",4
"Canton-Massillon, OH","15940","2020-03-02",55,"Moderate","PM2.5","39-151-0020",4
"Canton-Massillon, OH","15940","2020-03-03",36,"Good","Ozone","39-151-0022",4
"Canton-Massillon, OH","15940","2020-03-04",33,"Good","Ozone","39-151-0016",4
"Canton-Massillon, OH","15940","2020-03-05",43,"Good","PM2.5","39-151-0020",4
"Canton-Massillon, OH","15940","2020-03-06",34,"Good","Ozone","39-151-0016",4
"Canton-Massillon, OH","15940","2020-03-07",40,"Good","Ozone","39-151-0016",4
"Canton-Massillon, OH","15940","2020-03-08",40,"Good","Ozone","39-151-0022",4
"Canton-Massillon, OH","15940","2020-03-09",46,"Good","Ozone","39-151-4005",4
"Canton-Massillon, OH","15940","2020-03-10",38,"Good","Ozone","39-151-4005",4
"Canton-Massillon, OH","15940","2020-03-11",56,"Moderate","PM2.5","39-151-0020",4
"Canton-Massillon, OH","15940","2020-03-12",41,"Good","PM2.5","39-151-0020",4
"Canton-Massillon, OH","15940","2020-03-13",39,"Good","Ozone","39-151-0016",4
"Canton-Massillon, OH","15940","2020-03-14",37,"Good","Ozone","39-151-4005",4
"Canton-Massillon, OH","15940","2020-03-15",39,"Good","Ozone","39-151-4005",4
"Canton-Massillon, OH","15940","2020-03-16",29,"Good","Ozone","39-151-4005",4
"Canton-Massillon, OH","15940","2020-03-17",46,"Good","PM2.5","39-151-0020",4
"Canton-Massillon, OH","15940","2020-03-18",51,"Moderate","PM2.5","39-151-0020",4
"Canton-Massillon, OH","15940","2020-03-19",35,"Good","PM2.5","39-151-0020",4
"Canton-Massillon, OH","15940","2020-03-20",34,"Good","Ozone","39-151-4005",4
"Canton-Massillon, OH","15940","2020-03-21",36,"Good","Ozone","39-151-4005",4
"Canton-Massillon, OH","15940","2020-03-22",42,"Good","Ozone","39-151-0016",4
"Canton-Massillon, OH","15940","2020-03-23",39,"Good","PM2.5","39-151-0020",4
"Canton-Massillon, OH","15940","2020-03-24",54,"Moderate","PM2.5","39-151-0020",4
"Canton-Massillon, OH","15940","2020-03-25",43,"Good","Ozone","39-151-0022",4
"Canton-Massillon, OH","15940","2020-03-26",45,"Good","Ozone","39-151-0016",4
"Canton-Massillon, OH","15940","2020-03-27",45,"Good","PM2.5","39-151-0020",4
"Canton-Massillon, OH","15940","2020-03-28",54,"Moderate","PM2.5","39-151-0020",4
"Canton-Massillon, OH","15940","2020-03-29",44,"Good","Ozone","39-151-4005",4
"Canton-Massillon, OH","15940","2020-03-30",40,"Good","Ozone","39-151-0022",4
"Canton-Massillon, OH","15940","2020-03-31",29,"Good","Ozone","39-151-4005",4
"Carlsbad-Artesia, NM","16100","2020-01-01",39,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-02",37,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-03",37,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-04",36,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-05",39,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-06",39,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-07",40,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-08",37,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-09",40,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-10",40,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-11",40,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-12",39,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-13",40,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-14",42,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-15",39,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-16",20,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-17",36,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-18",43,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-19",36,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-20",36,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-21",31,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-24",40,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-25",40,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-26",40,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-27",40,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-28",35,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-29",38,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-30",33,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-01-31",40,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-01",39,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-02",41,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-03",40,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-04",38,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-05",34,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-06",37,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-07",35,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-08",39,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-09",39,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-10",31,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-11",27,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-12",39,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-13",41,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-14",35,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-15",44,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-16",44,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-17",43,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-18",34,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-19",33,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-20",19,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-21",28,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-22",31,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-23",44,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-24",39,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-25",39,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-26",38,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-27",43,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-28",42,"Good","Ozone","35-015-0010",1
"Carlsbad-Artesia, NM","16100","2020-02-29",42,"Good","Ozone","35-015-0010",1
"Ca¤on City, CO","15860","2020-01-22",6,"Good","PM10","08-043-0003",1
"Ca¤on City, CO","15860","2020-02-27",9,"Good","PM10","08-043-0003",1
"Cedar City, UT","16260","2020-01-01",31,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-02",32,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-03",28,"Good","NO2","49-021-0005",1
"Cedar City, UT","16260","2020-01-04",28,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-05",31,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-06",29,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-07",27,"Good","NO2","49-021-0005",1
"Cedar City, UT","16260","2020-01-08",31,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-09",25,"Good","NO2","49-021-0005",1
"Cedar City, UT","16260","2020-01-10",34,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-11",31,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-12",31,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-13",33,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-14",35,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-15",31,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-16",35,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-17",34,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-18",30,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-19",29,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-20",25,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-21",24,"Good","NO2","49-021-0005",1
"Cedar City, UT","16260","2020-01-22",28,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-23",30,"Good","NO2","49-021-0005",1
"Cedar City, UT","16260","2020-01-24",26,"Good","NO2","49-021-0005",1
"Cedar City, UT","16260","2020-01-25",27,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-26",31,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-27",32,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-28",27,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-29",27,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-30",30,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-01-31",29,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-01",28,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-02",37,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-03",33,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-04",39,"Good","NO2","49-021-0005",1
"Cedar City, UT","16260","2020-02-05",32,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-06",26,"Good","NO2","49-021-0005",1
"Cedar City, UT","16260","2020-02-07",27,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-08",32,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-09",30,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-10",33,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-11",23,"Good","NO2","49-021-0005",1
"Cedar City, UT","16260","2020-02-12",38,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-13",36,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-14",39,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-15",40,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-16",40,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-17",37,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-18",38,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-19",35,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-20",39,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-21",42,"Good","NO2","49-021-0005",1
"Cedar City, UT","16260","2020-02-22",31,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-23",31,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-24",40,"Good","NO2","49-021-0005",1
"Cedar City, UT","16260","2020-02-25",40,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-26",37,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-27",35,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-28",35,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-02-29",42,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-01",41,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-02",35,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-03",34,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-04",38,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-05",40,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-06",38,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-07",44,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-08",42,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-09",40,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-10",36,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-11",33,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-12",37,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-13",35,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-14",40,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-15",40,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-16",44,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-17",41,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-18",37,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-19",41,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-20",43,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-21",44,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-22",44,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-23",41,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-24",45,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-25",48,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-26",47,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-27",38,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-28",42,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-29",44,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-30",45,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-03-31",44,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-01",44,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-02",44,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-03",43,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-04",46,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-05",42,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-06",41,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-07",42,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-08",42,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-09",43,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-10",41,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-11",43,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-12",44,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-13",44,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-14",47,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-15",42,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-16",40,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-17",41,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-18",43,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-19",42,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-20",45,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-21",41,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-22",44,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-24",45,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-25",42,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-26",44,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-27",47,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-28",39,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-29",40,"Good","Ozone","49-021-0005",1
"Cedar City, UT","16260","2020-04-30",47,"Good","Ozone","49-021-0005",1
"Cedar Rapids, IA","16300","2020-01-01",31,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-02",35,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-03",40,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-04",31,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-05",24,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-06",20,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-07",20,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-08",17,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-09",59,"Moderate","SO2","19-113-0041",2
"Cedar Rapids, IA","16300","2020-01-10",56,"Moderate","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-11",22,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-12",28,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-13",43,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-14",54,"Moderate","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-15",52,"Moderate","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-16",23,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-17",37,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-18",34,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-19",28,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-20",56,"Moderate","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-21",66,"Moderate","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-22",54,"Moderate","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-23",56,"Moderate","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-24",60,"Moderate","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-25",48,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-26",53,"Moderate","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-27",44,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-28",26,"Good","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-29",71,"Moderate","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-30",81,"Moderate","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-01-31",79,"Moderate","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-01",55,"Moderate","PM2.5","19-113-0040",2
"Cedar Rapids, IA","16300","2020-02-02",25,"Good","Ozone","19-113-0040",2
